合約院所名單0710_1_處理-個資-欄位
鄉鎮市區,機構類別,合約醫療院所名稱,十碼代碼,公費疫苗各項常規疫苗,公費疫苗卡介苗,公費疫苗其他_請自行填列,自費疫苗A型肝炎疫苗幼兒,自費疫苗A型肝炎疫苗成人,自費疫苗B型肝炎疫苗,自費疫苗肺炎鏈球菌疫苗13PCV,自費疫苗肺炎鏈球菌疫苗23PPV,自費疫苗輪狀病毒疫苗,自費疫苗Tdap疫苗,自費疫苗其他_請自行填列,接種時間,洽詢電話,地址
烏日區,衛生所,臺中巿烏日區衛生所,2336150015,V,V,A型肝炎疫苗，育齡婦女MMR，B型肝炎免疫球蛋白,,,,,,,,,每星期二.三上午8:30-11:30,04-23381027,臺中市烏日區長樂街136號
烏日區,合約院所,施建成診所,3536151400,V,,,,,V,,,V,,,星期一～星期六，8：30-12：00（上午），3：00-6：00（下午），7：00-9：30（晚上）；星期日休診,04-23363590,臺中市烏日區中山路一段455號
烏日區,合約院所,惠馨小兒科診所,3536151428,V,,,V,V,V,V,,V,,,星期日～星期五，8：30-12：00（上午），2：30-6：00（下午），7：00-9：30（晚上）；星期六休診,04-23360115,臺中市烏日區中山路二段77號
烏日區,合約院所,德昌小兒科診所,3503150019,V,,,V,V,V,V,,V,,HPV.MMR.VAR,星期一、二、三、四、六、日，8：00-12：00（上午），2：30-6：00（下午），6：30-9：30（晚上）；星期五休診,04-23372686,臺中市烏日區中山路一段335號
烏日區,合約院所,賴永清小兒科診所,3536151437,V,,,V,V,V,V,,V,,HPV,星期一～星期六，8：00-12：00（上午），2：30-6：00（下午），7：00-9：30（晚上）；星期日休診,04-23388955,臺中市烏日區中山路一段418號
烏日區,合約院所,明陽小兒科診所,3536150216,,,,V,V,V,,,V,,HPV,星期一～星期六，8：30-12：00（上午），2：30-6：00（下午），7：00-9：30（晚上）；星期日休診,04-23361483,臺中市烏日區中山路一段359號
烏日區,合約院所,烏日林新醫院,903150014,V,V,,V,V,,V,,V,,HPV,星期一～星期六，8：30-12：00（上午），2：30-5：30（下午），6：00-9：30（晚上）；星期六下午、日休診,04-23388766,臺中市烏日區榮和路168號
龍井區,衛生所,臺中巿龍井衛生所,2336170017,V,V,,,,,,,,,,每星期二上午8:30-11時,042-6352228,臺中市龍井區沙田路四段243號
龍井區,合約院所,東海小兒科診所,3536170398,V,,A型肝炎疫苗、育齡婦女MMR,V,V,V,,V,V,,HPV，FLU，帶狀皰疹,每星期一至日  上午9-12時 下午2-18時 18-21時 每星期五休診一日,042-6521838,台中市龍井區新興路96-23號
太平區,衛生所,臺中巿太平衛生所,2336190019,V,V,育齡婦女MMR 、A型肝炎疫苗,,,,,,,,,1.週二、三上午08：30-12：00，2.卡介苗接種（每月第二週）星期五  上午9:00-11:00,04-23938083,臺中市太平區中山路1段213號-1
太平區,合約院所,國軍台中總醫院,536190011,V,V,,V,V,V,V,V,,,HPV疫苗,1. 星期一~五 上午09：00～12：00、下午14：00～17：00 2.卡介苗接種（每月第4週）；星期4  上午9:00-11:00,04-23934191,臺中市太平市中山路2段348號
太平區,合約院所,佳恩聯合診所,3536190845,V,,,,,,,,,,HPV疫苗,星期一~六 上午08：00～12：30、下午14：30～18：00  晚上 18:30-21:30,04-23926762,臺中市太平市中山路2段372-1號
太平區,合約院所,黃健郎耳鼻喉科診所,3536191066,V,,,,,,,,,,,星期一~六 上午08：15～12：00、下午14：50～18：00、  晚上 18:50-21:30,04-23917936,臺中市太平市樹孝路14號
太平區,合約院所,方德涵小兒科診所,3536192385,V,,,V,V,V,V,,V,,HPV疫苗,星期一~六 上午08：30～12：00、下午15：00～18：00  晚上 19:00-21:30 ， 星期二及四早上休診,04-23918918,臺中市太平市樹孝路39-9號
太平區,合約院所,幼康小兒科診所,3536192376,V,,,V,V,V,V,,V,,HPV疫苗,星期一~五 上午07：30～12：00、下午14：30～21:30   週六上午08：00～12：00、下午14：30～21：30,04-22738885,臺中市太平市中山路3段139號
太平區,合約院所,恆欣小兒科診所,3536192438,V,,,V,V,V,V,,V,,HPV疫苗,星期一~五 上午09：00～12：00、下午15：00～18：00、 晚上 17:00-21:30，星期六上午09：00～12：00下午15：00～18：00,04-22737419,臺中市太平市新平路一段108號
太平區,合約院所,耀仁診所,3536192456,V,,,V,V,V,V,,V,,,星期一.二.三.四.六.日 上午08：00～12：00下午15：30～18：00  晚上 18:30-21:30  周五全日 休診,04-23989815,臺中市太平市樹孝路39-7號
太平區,合約院所,蔡醫師小兒科診所,3503190059,V,,,V,V,V,V,,V,,HPV疫苗,星期一、二、四、五、六上午08：00～12：00、下午16：00～21：30 ， 星期日上午08：30～12：00、下午16：00～21：30、周三全日休,04-22750206,臺中市太平市宜昌路556號
太平區,合約院所,馮少雄小兒科診所,3536192143,V,,,V,V,V,V,,V,,HPV疫苗,上午門診日星期一二四五日08：30～12：00；下午門診日星期一～五15：00～18：00  晚上門診日 星期一～五及日18:30-21:30  ，週六全日休,04-22783060,臺中市太平市中平路121號
太平區,合約院所,卓小兒科診所,3536190130,V,,,V,V,,V,,V,,,星期一.二.三.五.六.日 上午08：30～12：00下午15：00～18：00  晚上 18:30-21:00   週四休,04-22769879,臺中市太平市中興路51-2號
太平區,合約院所,建志耳鼻喉科診所,3536192509,V,,,V,V,V,V,,V,,HPV疫苗,星期一~六 上午08：30～12：00、下午14：30～22:00        週日全日休,04-22766899,臺中市太平市中興路110號
太平區,合約院所,承安聯合診所,3536192152,V,,,V,V,V,V,,V,,,星期一~五上午08：30～12：00、下午15：00～18：00  晚上 19:00-21:30  週六全日休 ，週日08：30～12：00,04-22700209,臺中市太平區太平路499號
太平區,合約院所,文貴旺診所,3536190952,V,,,V,V,V,V,,V,,HPV疫苗,星期一~六上午08：30～12：00、下午15：00～18：00  晚上 18:30-21:30        週日全日休,04-22794321,臺中市太平區太平路326號
太平區,合約院所,弘鑫耳鼻喉科診所,3536192554,V,,,V,V,V,V,,,,,星期一.二.三.五.六.日 上午08：00～12：00下午15：00～18：00  晚上 18:30-21:30   週四休,04-23933595,臺中市太平區樹孝路214號1樓
太平區,合約院所,康祐診所,3503190095,V,,,,,,,,V,,HPV疫苗,星期一～五.日 上午08：30～12：00下午15：00～18：00  晚上 18:30-22:00  星期六上午08：30～12：00 週日全日休,04-23931234,臺中市太平區中山路ㄧ段220號
太平區,合約院所,樹德兒科診所,3503190157,V,,,,,,,,,,,星期一.二.三.五.六.日 上午08：00～12：00下午15：00～17：30  晚上 19:00-21:30   週四休,04-23952035,臺中市太平區新興路48號
太平區,合約院所,禎宏診所,3503190166,V,,,,,,,,,,,星期一～六.日 上午08：30～12：00下午14：30～18：00  晚上 18:30-22:00   週日全日休,04-23959209,臺中市太平區新興路22號
太平區,合約院所,劉玉麒婦產科診所,3536192090,,,B型肝炎疫苗，B型肝炎免疫球蛋白,,,,,,,,HPV疫苗,星期一~五上午08：30～12：00、下午14：30～17：00  晚上 19:30-21:00  周六上午08：30～12：00、下午14：30～17：00      週日全日休,04-23916689,台中市太平區樹孝路35號
太平區,合約院所,惠欣婦產科診所,3536191011,,,B型肝炎疫苗，B型肝炎免疫球蛋白,V,V,,V,,V,,HPV疫苗,星期一~五 上午09：00～12：00、下午15：00～18：00、 晚上 17:00-21:30，星期六上午09：00～12：00下午15：00～18：00,04-22737419,臺中市太平市新平路一段108號
東勢區,衛生所,臺中巿東勢區衛生所,2336020012,V,V,,,,,,,,,,每星期二早上8:30-11:00分,25873872,東勢區豐勢路490號
東勢區,合約院所,長頸鹿小兒科診所,3536021452,V,,,V,V,V,V,,V,,,週一至週四&六日    早上 7:30-12:00  下午2:30-6:30   晚上6:30-9:30,25771809,東勢區豐勢路418號
東勢區,合約院所,湯瑪仕小兒科診所,3536021489,V,,,V,,V,V,,V,,,週一至週六    早上7:30-12:30分,25772366,東勢區豐勢路388號
清水區,衛生所,臺中巿清水區衛生所,2336040014,V,V,A型肝炎疫苗，育齡婦女MMR，輪狀病毒疫苗,,,,,,,,,1.週二、三，上午08：30 -11：30；2.卡介苗接種（每月第二週）；星期五 上午9:00-11:00,04-26222639,臺中市清水區中山路92號
清水區,合約院所,陳振昆診所,3536040279,V,,育齡婦女MMR,V,V,V,V,,V,,HPV、帶狀皰疹病毒疫苗、流感疫苗,1.週一~六，上午 08:30-12:00，下午 02:30-05:30，晚上 07:00-09:00,04-26225205,臺中市清水區中山路127號
清水區,合約院所,林玉彪診所,3536040224,V,,育齡婦女MMR,V,V,V,V,,V,,HPV、帶狀皰疹病毒疫苗、流感疫苗,1.週一~六，上午 08:00-12:00，下午 02:30-06:00，晚上 07:00-09:00,04-26233880,臺中市清水區光華路135號
清水區,合約院所,林澤民診所,3536040322,V,,B型肝炎免疫球蛋白、育齡婦女MMR,V,V,V,V,,V,,HPV、帶狀皰疹病毒疫苗、流感,1.週一~六，上午 08:30-12:00，下午 02:30- 06:00，晚上 07:00-09:00,04-26233935,臺中市清水區中山路242-1號
清水區,合約院所,楊超博診所,3536041589,V,,育齡婦女MMR,V,,V,,,V,,流感,1.週一~三、五~日，上午 08:00-12:00，下午 03:00-06:00，晚上 06:30-09:30,04-26229595,臺中市清水區中山路151-8號1樓
清水區,合約院所,順風耳鼻喉科診所,3536041543,V,,育齡婦女MMR,V,V,V,V,,V,,HPV、帶狀皰疹病毒疫苗、流感,1.週一~六，上午 08:30-12:00，下午 03:00-06:00，晚上 07:00-09:30,04-26226161,臺中市清水區鎮南街 41號
清水區,合約院所,紀小兒內科診所,3536040171,V,,育齡婦女MMR,V,V,V,V,,V,,帶狀皰疹病毒疫苗、流感,1.週一~六，上午 08:00-12:00，下午 04:00-06:00，晚上 07:00-09:00,04-26228596,臺中市清水區中興街６６號
清水區,合約院所,王婦產診所,3536040260,,,B型肝炎疫苗，B型肝炎免疫球蛋白,,,V,,,,,HPV、B型肝炎免疫球蛋白,1.週一~六，上午 09:00-12:00、下午 03:00-06:00、晚上 07:00-09:00；2.週二、四、六下午休診,04-26225909,臺中市清水區鎮南街38號
梧棲區,衛生所,臺中市梧棲區衛生所,2336060016,V,V,A型肝炎疫苗，育齡婦女MMR，輪狀病毒疫苗，DT td IPV，成人與幼兒流感疫苗，B型肝炎免疫球蛋白，PPV,,,,,,,,,W二.三9-11AM,426562809,台中市梧棲區雲集街70巷3號
梧棲區,醫療院所,童綜合社團法人童綜合醫院,936060016,V,V,A型肝炎疫苗，育齡婦女MMR，輪狀病毒疫苗，成人與幼兒流感疫苗，B型肝炎免疫球蛋白，PPV,V,,V,V,,V,,"MMR,輪狀病毒疫苗,水痘疫苗,HPV,帶狀皰疹,B型肝炎免疫球蛋白,破傷風疫苗",上午：一、二、三、四、六；下午：三,0426581919-55108,台中市梧棲區臺灣大道八段699號
梧棲區,醫療院所,明德醫院,1536060037,,,成人流感疫苗 PPV,,,V,V,,,,破傷風疫苗,W一至五：上、下午,426579595,台中市梧棲區仁美街33巷50號
梧棲區,醫療院所,忠港醫院,1536061114,,,成人流感疫苗 PPV,,,,,,,,破傷風疫苗,W一至六：上、下午,426580161,台中市梧棲區中興路49號
梧棲區,醫療院所,啟恩診所,3536060048,,,成人流感疫苗 PPV,,,V,,,,,"帶狀皰疹,破傷風疫苗",W一至六：上.下午、晚上,426562268,台中市梧棲區中和街81號
梧棲區,醫療院所,宏恩外科診所,3536060057,,,成人流感疫苗，PPV,,,V,,,,,"帶狀皰疹,破傷風疫苗",W一至五：上.下午；W六：上午,426562957,台中市梧棲區梧棲路132號
梧棲區,醫療院所,安心診所,3536061241,,,成人流感疫苗，PPV,,,V,,,,,HPV破傷風疫苗,W一、三、四、五、六：上午、下午、晚上；W二：早上；W日：休診,426562059,台中市梧棲區港埠路一段1115號1樓
梧棲區,醫療院所,明生診所,3503060010,,,成人流感疫苗，PPV,,,,,,,,破傷風疫苗,W一至六：上.下午、晚上,426561456,台中市梧棲區中央路一段931號
梧棲區,醫療院所,瑞比診所,3503060038,,,成人流感疫苗,,,,,,,,"帶狀皰疹,破傷風疫苗",W一、二、四、五、六：上.下午、晚上                        W三:早上                     W日:休診,426576117,台中市梧棲區港埠路一段827巷2號
梧棲區,醫療院所,張瑞林小兒科診所,3536060146,V,,幼兒流感疫苗,,,,,,,,,W一至六：上.下午、晚上；第二週W六下午、晚上(休)；第四週W六晚上(休),426576413,台中市梧棲區中興路128巷5號
神岡區,衛生所,臺中市神岡區衛生所,2336080018,V,,A型肝炎疫苗，育齡婦女MMR,,,,,,,,,每周2.3上午9點至11點,04-25622792,臺中市神岡區神岡區2號
神岡區,合約院所,林炳麟診所,3536080111,V,,,V,V,V,V,,V,,HPV,W一至六：上、下午、晚上,04-25610165,臺中市神岡區神岡路24號
神岡區,合約院所,林政益小兒科診所,3536081314,V,,PPV,,,V,,,V,,流感,W一至六：上、下午、晚上,04-25152765,臺中市神岡區中山路33號
神岡區,合約院所,劉俊欣耳鼻喉科診所,3536081341,V,,,V,,V,V,,V,,流感，HPV,W一至六：上、下午、晚上,04-25633797,臺中市神岡區神岡路83號
大雅區,衛生所,臺中巿大雅區衛生所,2336100015,V,V,,,,,,,,,,每週二三，上午08:30-11:30,25661091,臺中市大雅區中清東路232號
大雅區,合約院所,清泉醫院,1536100081,V,,,,,V,,,V,,,兒科門診時間,25605600,臺中市大雅區雅潭路四段80號
大雅區,合約院所,廖耳鼻喉科診所,3536100387,V,,,,,V,,,V,,,每週一至週六，上午08:30-12:00，下午15:00-18:00，晚上18:30-21:00  (休診:週日整天),25694118,臺中市大雅區民興街25號
大雅區,合約院所,黃名正小兒科診所,3536100234,V,,,,,V,,,V,,,每週一至週五 週日，上午08:30-12:00，下午16:00-18:00    晚上19:00-21:30 (休診:週二上午及週六整天),25672053,臺中市大雅區學府路219號
大雅區,合約院所,緻維耳鼻喉科診所,3503100064,V,,,,,,,,,,,兒科門診時間,25668655,臺中市大雅區雅環路一段338號
大雅區,合約院所,愛生家庭醫學科診所,3536100412,V,,,V,V,V,V,,V,,子宮頸癌疫苗、帶狀皰疹病毒疫苗,每週一至週六，上午08:30-12:00，下午15:00-18:00，晚上19:00-21:00  (休診:週四早上.週六晚上及週日晚上),25601402,臺中市大雅區學府路417號
大雅區,合約院所,吳耳鼻喉科診所,3536101464,V,,,V,V,V,V,,V,,水痘,每週一至週六，上午08:00-12:00，下午15:00-18:00，晚上18:30-21:45  (休診:週日整天),25683001,臺中市大雅區學府路333號
大雅區,合約院所,林釗尚小兒科診所,3536101482,V,,,V,V,V,V,,V,,子宮頸癌疫苗、帶狀皰疹病毒疫苗、23價肺炎鏈球菌疫苗,每週一至週六，上午08:00-12:00，下午14:45-18:00，晚上18:30-21:30  (休診:週日整天),25600313,臺中市大雅區大雅路151號
大雅區,合約院所,大中小兒科診所,3536101562,V,,,V,V,V,V,,V,,,每週一至週六，上午08:00-12:00，下午15:00-18:00， 晚上18:30-21:30  (休診:週日整天),25607116,臺中市大雅區雅潭路四段711號
大雅區,合約院所,長榮耳鼻喉科診所,3536101571,V,,,V,V,V,V,,V,,,每週一至週六，上午08:00-12:30，下午15:00-18:00，晚上19:00-22:30  (休診:週日整天),25669988,臺中市大雅區雅潭路四段826號
大雅區,合約院所,得康診所,3536101606,V,,,V,V,V,,,V,,,每週一至週六，上午08:30-12:00，下午15:00-18:00，晚上19:00-21:30  (休診:週日整天),25609961,臺中市大雅區學府路227號
大雅區,合約院所,佳興耳鼻喉科診所,3536101642,V,,,V,V,V,,,V,,,每週一至週六，上午08:00-12:00，下午15:00-18:00， 晚上18:30-21:30  (休診:週六整天及週日晚上),25681165,臺中市大雅區民生路一段210號
石岡區,衛生所,臺中巿石岡區衛生所,2336120017,V,V,A型肝炎疫苗，育齡婦女MMR,,,,,,,,,每週二08:30~11:30；卡介苗 每個月第二禮拜週二 09:00~11:00,04-25721887,臺中市石岡區石岡街6號
大安區,衛生所,臺中市大安區衛生所,2336140019,V,V,育齡婦女MMR,,,,,,,,,每星期三上午08:30~11:30,04-26713681,臺中市大安區中山南路333號
大肚區,衛生所,臺中巿大肚區衛生所,2336160011,V,V,A型肝炎疫苗，育齡婦女MMR，輪狀病毒疫苗,,,,,,,,,每週二上午0830~1130,04-26992111,臺中市大肚區頂街里榮華街1號
大肚區,醫療院所,大肚天佑內小兒科診所,3536160043,V,,,V,V,V,,,V,,,週一~週五0800~1200、1430~1800、1900~2130  週六0800~1200、1430~1800,04-26930035,臺中市大肚區福山里沙田路一段５１０號
霧峰區,衛生所,霧峰區衛生所,2336180013,V,V,A型肝炎疫苗，育齡婦女MMR，輪狀病毒疫苗,,,,,,,,,每週2.3早上8:30-11:30(例假日休診),04-23393022,臺中市霧峰區民生路1-9號
霧峰區,合約院所,天仁小兒科診所,3536181480,V,,人類乳突病毒疫苗,V,,V,V,,V,,人類乳突病毒疫苗,早上7:30-12:00，下午15:00-21:30 ；每週六休診,04-23336678,臺中市霧峰區中正路969號
霧峰區,合約院所,蔡明哲小兒科診所,3536180232,V,,,V,,V,V,,V,,人類乳突病毒疫苗，帶狀皰疹疫苗,早上8:00-12:00 ，下午15:00-18:00，晚上19:00-21:00 ；每週六晚上及週日休診,04-23338728,臺中市霧峰區中正路1102號
霧峰區,合約院所,謝煌德小兒科診所,3536180278,V,,,V,V,V,,,V,,,早上8:00-12:00 ，下午15:00-18:00，晚上19:00-21:30；每週日休診,04-23314766,臺中市霧峰區中正路988號
霧峰區,合約院所,劉暄峰小兒科診所,3536180376,V,,,V,,V,V,,V,,人類乳突病毒疫苗，破傷風類毒素,早上8:00-12:00 ，下午15:00-18:00，晚上18:30-21:30 ；每週日休診(看診日以診所公告為主),04-23332418,臺中市霧峰區中正路1141號
霧峰區,合約院所,合康診所,3503180017,V,,,V,,V,V,,V,,人類乳突病毒疫苗，皰疹病毒疫苗,早上8:00-12:00，下午15:00-18:00，晚上19:00-21:30 ；晚上19:00-21:00(每週六日)，每週五休診,04-23330268,臺中市霧峰區中正路892號
霧峰區,合約院所,金寶貝診所,3536180161,V,,,V,V,V,V,,V,,人類乳突病毒疫苗,早上8:00-12:00，早上8:30-12:00(每週日) ，下午15:00-18:00，晚上18:30-21:30 ；每週二休診,04-23303008,臺中市霧峰區中正路882號
霧峰區,合約院所,亞洲大學附屬醫院,1303180011,V,V,,V,V,V,V,,V,,B型肝炎免疫蛋白，水痘疫苗，人類乳突病毒疫苗，皰疹病毒疫苗，破傷風疫苗，痲疹腮腺炎德國麻疹混合疫苗,1.請參閱網路兒科門診時間，依每月門診表為主；2.卡介苗接種【每星期三】上午08:30-12:00,04-37061688,台中市霧峰區福新路222號
大里區,衛生所,臺中巿大里區衛生所,2336200010,V,V,B型肝炎疫苗,,,,,,,,,1.週二、三上午08：30-12：00；2.卡介苗接種（每月第二週）星期五  上午9:00-11:00,04-24061500,
大里區,合約院所,大里仁愛醫院,1136200015,V,V,B型肝炎免疫球蛋白，育齡婦女MMR,V,V,V,V,V,V,V,,門診時間,24819900,大里區東榮路483號
大里區,合約院所,蔡政益小兒科診所,3536202537,V,,23PPV，3價Flu,V,V,V,V,,2Rota3Rota,,"保蓓HPV,嘉喜HPV,3價Flu,4價Flu",星期一~星期六8:00~12 16:00~21:00 週二四早上休診  週日全天休診,04-24870721,台中市大里區益民路二段169號
大里區,合約院所,聖心診所,3536202813,V,,,V,V,V,V,,V,,,早上08:30-12:00 下午15:00-18: 00(週六1600-1800)  晚上18:30-21:30(週一四晚上1800-2130) 週日全天休診,(04)24872100,台中市大里區東榮路350號
大里區,合約院所,江宗龍小兒科診所,3536201334,V,,育齡婦女MMR，成人流感 ，幼兒流感,V,V,V,V,,V,,"HPV,水痘疫苗        ",早上08:30~12:00，下午15:00-17:30，晚上18:30-21:30；週三週日下午休診 週六全日休診；門診時間皆可施打疫苗；日本腦炎疫苗僅每週一二四施打,04-24821555,台中市大里區益民路2段323號
大里區,合約院所,楊文澤小兒科診所,3536201110,V,,Flu,V,V,V,V,,V,,HPV、ZOV、Flu,早上0815-1200下午1500-1800晚上1900-2130 週日全天休診 週一晚上不打預防針,04-24930319,台中市大里區塗城路864號
大里區,合約院所,博生婦產科診所,3536201361,,,B型肝炎疫苗，B型肝炎免疫球蛋白,,,,,,,,B型肝炎免疫球蛋白,早上0815-1200下午1500-1800晚上1900-2131 週日全天休診 週一晚上不打預防針,04-24839277,大里區德芳南路352號
大里區,合約院所,小博仕診所,3536202760,V,,Flu,V,V,V,V,,V,,"HPV,Flu",早上0830-1200中午1500-1730晚上1830-2130 週六全天休診,04-24876666,台中市大里區大明路302號
大里區,合約院所,魏文宏診所,3536202564,V,,,,,,,,,,,早上08:30~12:00，晚上16:00-21:00，週日早上08:30~12:00 晚上1800:2100 週六全天休診,04-24862592,臺中市大里區中興路2段229號
大里區,合約院所,顧耳鼻喉科診所,3536202555,V,,,,,V,,,,,破傷風和子宮頸疫苗,早上0810-1200下午1430-1800晚上1900-2150周日全天休診,04-24966988,臺中市大里區塗城路532號
大里區,合約院所,祐生診所,3536200300,V,,,,,V,,,V,,1.HPV 2.帶狀皰疹疫苗,早上08:30~12:00，下午15:00-19:30，週一到週六門診；週日全日休診；日本腦炎疫苗僅每週四施打,04-24814981,臺中市大里區東明路231號
大里區,合約院所,李良小兒科診所,3536200640,V,,,V,V,V,V,,V,,"人類乳突病毒疫苗,帶狀皰疹疫苗,流感疫苗",早上09:00~12:00，下午15:00-18:00，晚上19:00-21:00；週日全天休診,04-24810998,臺中市大里區義民路2段119號
大里區,合約院所,李文軒耳鼻喉科診所,3536202662,V,,,,,V,,,,,Flu,早上0830-1200 下午1700-2100 周五全天休診,04-24872898,臺中市大里區益民路2段271號
大里區,合約院所,香光小兒科診所,3536200284,V,,,,,,,,,,,早上08:30~12:00，晚上17:00-21:00；週日全天休診,04-24825105,臺中市大里區中興路2段392之1號
大里區,合約院所,黃敬棟診所,3536202751,V,,,V,V,V,V,V,V,,"23PPV,HPV",早上08:00~12:00，下午16:00-21:00(週六1800-2100)；週二四早上休診週日全天休診,04-24079975,臺中市大里區爽文路752號
大里區,合約院所,陳祥雪小兒科診所,3536201343,V,,,V,,,V,,V,,"HPV,帶狀皰疹疫苗,流感疫苗",早上09:00~12:00，下午15:00-21:00(週五1500-1800)，僅週二三五有打預防針 週日全天休診,04-24850052,臺中市大里區新生西路42號
和平區,衛生所,臺中巿和平區衛生所,2336210025,V,V,A型肝炎疫苗，2Rota，PPV，PPD，育齡婦女MMR,,,,,,,,,每星期二早上8:30-12:00,04-25942781,臺中市和平區南勢里東關路三段132號
和平區,衛生室,自由衛生室,2336210025,V,V,A型肝炎疫苗，2Rota，PPV，PPD，育齡婦女MMR,,,,,,,,,整修中,04-25911482,臺中市和平區自由里東崎路二段36號
和平區,衛生室,達觀衛生室,2336210025,V,V,A型肝炎疫苗，2Rota，PPV，PPD，育齡婦女MMR,,,,,,,,,整修中,04-25911573,臺中市和平區達觀里東崎路一段33號
和平區,衛生室,博愛衛生室,2336210025,V,V,A型肝炎疫苗，2Rota，PPV，PPD，育齡婦女MMR,,,,,,,,,整修中,04-25941876,臺中市和平區博愛里東關路一段松鶴二巷1-2號
梨山區,衛生所,臺中巿梨山衛生所,387144800I,V,V,A型肝炎疫苗，育齡婦女MMR,V,,V,V,V,V,V,狂犬病疫苗,星期二、三0830-1630,425989540,臺中市和平區梨山里中正路68號
